property_id,type,city,district,area_m2,bedrooms,listed_price_usd,status,listed_date
R330,Apartment,Halabja,Bazaar Area,128,3,237696,for_sale,2025-01-21
R331,House,Erbil,Gulan Street,171,3,95418,for_sale,2025-05-19
R332,Villa,Zakho,Khabat,321,5,1993,for_rent,2024-07-31
R333,Land,Sulaymaniyah,Raparin,2201,0,2707230,for_sale,2024-12-01
R334,Villa,Sulaymaniyah,Tasluja,637,4,1572116,for_sale,2025-04-24
R335,House,Sulaymaniyah,Salim Street,164,4,223204,for_sale,2025-10-10
R336,Apartment,Zakho,Batifa Road,161,3,165669,for_sale,2024-04-27
R337,House,Zakho,City Centre,295,5,5805,for_rent,2025-10-18
R338,Land,Sulaymaniyah,Tanjaro,472,0,3587,for_rent,2025-10-23
R339,Land,Halabja,Central Park,1134,0,25424,for_rent,2025-09-15
R340,Villa,Halabja,Central Park,580,5,3654,for_rent,2024-10-12
R341,House,Zakho,Darkar,209,4,173888,for_sale,2025-06-09
R342,Land,Halabja,Memorial District,2308,0,31550,for_rent,2025-04-09
R343,Villa,Erbil,Dream City,626,5,7693,for_rent,2025-10-18
R344,Villa,Duhok,Nizarke,404,6,4403,for_rent,2025-06-02
R345,Land,Halabja,Sirwan,1120,0,1389920,for_sale,2025-01-15
R346,Villa,Duhok,KRO Road,569,5,3579,for_rent,2024-07-19
R347,Office,Duhok,Malta,157,0,387947,for_sale,2025-05-02
R348,Office,Duhok,Shindokha,103,0,220420,for_sale,2024-01-21
R349,Villa,Sulaymaniyah,Malik Mahmood,616,4,1392776,for_sale,2025-09-02
R350,Villa,Halabja,Sarchnar,347,5,7550,for_rent,2025-10-04
R351,Office,Sulaymaniyah,Goizha,138,0,1262,for_rent,2024-04-18
R352,Land,Duhok,KRO Road,1908,0,30776,for_rent,2025-05-20
R353,Shop,Halabja,Sirwan,111,0,102786,for_sale,2025-03-08
R354,House,Halabja,Sarchnar,184,5,170200,for_sale,2025-01-31
R355,Land,Halabja,Sirwan,639,0,6428,for_rent,2024-07-24
R356,Apartment,Halabja,Sirwan,115,4,589,for_rent,2024-08-08
R357,Office,Duhok,Nizarke,199,0,3068,for_rent,2024-03-21
R358,Land,Halabja,Khurmal,2630,0,43815,for_rent,2025-09-13
R359,Villa,Halabja,Sirwan,518,7,3838,for_rent,2024-08-28
R360,Shop,Erbil,Citadel Area,48,0,59568,for_sale,2024-04-25
R361,House,Zakho,Kashan,241,3,554541,for_sale,2024-02-05
R362,Shop,Sulaymaniyah,Tanjaro,82,0,1768,for_rent,2025-01-12
R363,Land,Halabja,Bakrajo,961,0,596781,for_sale,2024-12-29
R364,House,Erbil,Ankawa,204,4,134640,for_sale,2024-12-14
R365,Office,Duhok,Masike,103,0,190962,for_sale,2025-04-17
R366,Shop,Duhok,Shindokha,100,0,1744,for_rent,2024-12-05
R367,House,Halabja,Memorial District,181,3,152945,for_sale,2025-12-25
R368,Office,Halabja,Bazaar Area,82,0,133578,for_sale,2025-11-29
R369,Apartment,Duhok,Zawita Road,153,3,188649,for_sale,2025-07-25
R370,Apartment,Duhok,Shindokha,155,4,3659,for_rent,2025-02-28
R371,Apartment,Duhok,Malta,93,3,100812,for_sale,2024-08-04
R372,Land,Halabja,New Halabja,407,0,581196,for_sale,2025-12-25
R373,Villa,Duhok,Masike,594,5,9088,for_rent,2024-01-20
R374,Apartment,Halabja,New Halabja,140,3,338240,for_sale,2024-06-12
R375,Apartment,Halabja,Shahid Area,147,4,181251,for_sale,2025-12-03
R376,Shop,Duhok,KRO Road,113,0,83620,for_sale,2024-02-26
R377,Land,Sulaymaniyah,Tanjaro,2751,0,13837,for_rent,2025-02-02
R378,House,Erbil,Ainkawa,259,4,377104,for_sale,2025-05-19
R379,Apartment,Sulaymaniyah,Malik Mahmood,157,1,186673,for_sale,2025-08-12
R380,House,Zakho,Rizgary,204,4,350472,for_sale,2025-05-30
R381,Shop,Sulaymaniyah,Malik Mahmood,50,0,921,for_rent,2024-07-21
R382,House,Erbil,North Ring Road,144,3,176832,for_sale,2025-10-17
R383,Villa,Duhok,Shindokha,613,7,14129,for_rent,2024-12-02
R384,Land,Erbil,Gulan Street,3391,0,3170585,for_sale,2024-11-28
R385,House,Sulaymaniyah,Goizha,222,5,5534,for_rent,2025-04-12
R386,Shop,Duhok,Baroshke,52,0,300,for_rent,2024-10-28
R387,Office,Erbil,Empire World,180,0,209160,for_sale,2024-02-11
R388,House,Sulaymaniyah,Raparin,268,2,353224,for_sale,2024-05-25
R389,Land,Zakho,City Centre,771,0,5466,for_rent,2025-11-22
R390,Villa,Duhok,Masike,559,6,13466,for_rent,2024-03-16
R391,Office,Sulaymaniyah,Tanjaro,225,0,3051,for_rent,2025-10-25
R392,Shop,Zakho,Mishko,79,0,101989,for_sale,2025-06-10
R393,Land,Zakho,Mishko,1203,0,1803297,for_sale,2025-07-28
R394,Villa,Halabja,New Halabja,298,7,1919,for_rent,2025-09-09
R395,Shop,Duhok,Baroshke,69,0,845,for_rent,2024-05-06
R396,Land,Zakho,City Centre,1636,0,2151340,for_sale,2025-03-04
R397,Villa,Halabja,Bazaar Area,330,4,673860,for_sale,2025-08-02
R398,Office,Zakho,Mahabad,166,0,136618,for_sale,2025-04-07
R399,Shop,Halabja,Bazaar Area,35,0,31185,for_sale,2025-12-21
R400,House,Sulaymaniyah,Italian Village,263,5,144650,for_sale,2024-08-27
R401,Land,Halabja,Sirwan,3872,0,7438112,for_sale,2025-08-29
R402,Apartment,Sulaymaniyah,Raparin,129,2,123195,for_sale,2025-08-13
R403,Shop,Halabja,Khurmal,119,0,212177,for_sale,2025-08-19
R404,Land,Zakho,Kashan,944,0,15377,for_rent,2025-02-03
R405,Shop,Zakho,New Zakho,30,0,300,for_rent,2025-08-30
R406,Office,Zakho,Kashan,210,0,2505,for_rent,2024-10-04
R407,Apartment,Sulaymaniyah,Salim Street,121,3,954,for_rent,2024-06-26
R408,Shop,Halabja,Sarchnar,30,0,300,for_rent,2025-08-22
R409,House,Erbil,Citadel Area,320,3,173760,for_sale,2024-01-02
R410,House,Zakho,Darkar,153,2,255204,for_sale,2025-10-27
R411,Villa,Erbil,North Ring Road,516,4,980400,for_sale,2024-07-02
R412,Apartment,Duhok,Gir Area,136,4,208896,for_sale,2024-07-19
R413,Apartment,Zakho,Rizgary,164,2,140712,for_sale,2024-12-08
R414,House,Halabja,Memorial District,223,2,2183,for_rent,2025-05-19
R415,Apartment,Halabja,Sarchnar,172,4,1233,for_rent,2024-06-23
R416,Apartment,Halabja,Shahid Area,171,1,379278,for_sale,2025-07-18
R417,Shop,Duhok,Shindokha,66,0,50754,for_sale,2025-01-14
R418,House,Sulaymaniyah,Bakhtiary,241,4,385841,for_sale,2024-05-23
R419,House,Sulaymaniyah,Bakhtiary,160,2,228320,for_sale,2025-02-10
R420,Shop,Halabja,Shahid Area,89,0,2191,for_rent,2025-07-12
R421,Shop,Erbil,Ankawa,93,0,1887,for_rent,2024-12-22
R422,Apartment,Erbil,Ainkawa,152,1,143032,for_sale,2025-12-22
R423,Land,Erbil,Empire World,3928,0,8645528,for_sale,2024-08-27
R424,House,Erbil,Empire World,219,4,2084,for_rent,2025-08-16
R425,Apartment,Erbil,Ankawa,81,2,416,for_rent,2024-09-21
R426,Shop,Erbil,Ankawa,55,0,51645,for_sale,2025-03-29
R427,Office,Zakho,Rizgary,278,0,5290,for_rent,2025-07-23
R428,Office,Duhok,Bajel,149,0,1130,for_rent,2024-11-12
R429,Apartment,Halabja,New Halabja,135,2,3153,for_rent,2024-02-27
R430,House,Duhok,Baroshke,219,5,400989,for_sale,2024-06-05
R431,Land,Erbil,Ainkawa,1416,0,34677,for_rent,2025-05-03
R432,Villa,Sulaymaniyah,Goizha,569,7,1237006,for_sale,2024-05-17
R433,Land,Erbil,Ankawa,2403,0,47771,for_rent,2024-11-08
R434,Apartment,Zakho,Mahabad,169,2,4170,for_rent,2025-01-28
R435,Apartment,Duhok,Gir Area,157,4,3270,for_rent,2024-03-26
R436,Villa,Erbil,North Ring Road,503,6,8379,for_rent,2025-05-17
R437,Villa,Halabja,Bazaar Area,459,7,557685,for_sale,2025-12-29
R438,Villa,Sulaymaniyah,Tanjaro,560,7,10505,for_rent,2024-07-14
R439,House,Erbil,Ainkawa,177,3,387984,for_sale,2025-12-08
R440,Apartment,Erbil,Erbil Tower,161,1,161966,for_sale,2025-03-06
R441,Shop,Duhok,Malta,43,0,300,for_rent,2025-03-19
R442,Land,Duhok,Nizarke,2300,0,4317100,for_sale,2024-02-17
R443,House,Halabja,Khurmal,176,5,230208,for_sale,2024-03-10
R444,Shop,Halabja,Kani Ashqan,83,0,1316,for_rent,2024-07-11
R445,Villa,Zakho,Bekhma Road,550,7,12721,for_rent,2025-04-11
R446,House,Zakho,Khabat,245,2,5512,for_rent,2025-12-25
R447,Land,Halabja,Sirwan,2907,0,20261,for_rent,2024-09-21
R448,Villa,Duhok,Baroshke,477,6,552843,for_sale,2024-06-15
R449,House,Duhok,Nizarke,160,2,370560,for_sale,2024-04-25
R450,Villa,Halabja,Sarchnar,486,6,343602,for_sale,2024-10-10
R451,Land,Halabja,Shahid Area,3934,0,6361278,for_sale,2024-11-14
R452,House,Erbil,North Ring Road,219,5,206079,for_sale,2025-11-10
R453,Office,Sulaymaniyah,Sarchinar,336,0,334320,for_sale,2024-11-22
R454,House,Duhok,Nizarke,268,2,2964,for_rent,2025-01-31
R455,Office,Halabja,Bazaar Area,176,0,2919,for_rent,2025-08-09
R456,Apartment,Halabja,Khurmal,158,4,851,for_rent,2025-08-11
R457,Apartment,Duhok,Gir Area,81,2,625,for_rent,2024-02-28
R458,Apartment,Halabja,Bazaar Area,88,3,188848,for_sale,2024-09-19
R459,House,Duhok,Malta,249,5,377733,for_sale,2025-03-20
R460,Villa,Sulaymaniyah,Goizha,333,5,2987,for_rent,2024-01-30
R461,Land,Erbil,Erbil Tower,3334,0,8264986,for_sale,2024-07-08
R462,Land,Erbil,Gulan Street,2789,0,6138589,for_sale,2024-08-20
R463,Office,Zakho,Darkar,323,0,4179,for_rent,2024-11-28
R464,Villa,Sulaymaniyah,Goizha,309,4,3816,for_rent,2025-10-10
R465,Office,Duhok,Malta,253,0,4108,for_rent,2025-02-07
R466,House,Duhok,Masike,318,4,5094,for_rent,2025-10-30
R467,Land,Halabja,Kani Ashqan,891,0,1662606,for_sale,2025-05-17
R468,House,Sulaymaniyah,Sarchinar,280,4,296800,for_sale,2025-07-27
R469,Land,Zakho,Kashan,3484,0,5908864,for_sale,2025-11-05
R470,Apartment,Erbil,Koya Road,94,4,1754,for_rent,2025-06-01
R471,Land,Halabja,Bazaar Area,337,0,6419,for_rent,2025-11-11
R472,Office,Duhok,Shindokha,169,0,224601,for_sale,2024-09-25
R473,House,Zakho,Bekhma Road,243,3,267300,for_sale,2025-11-23
R474,Land,Sulaymaniyah,Salim Street,3747,0,66546,for_rent,2025-06-28
R475,Land,Zakho,Rizgary,1338,0,29650,for_rent,2024-02-24
R476,Office,Erbil,Ainkawa,201,0,1155,for_rent,2025-12-05
R477,House,Duhok,Masike,187,5,2215,for_rent,2025-12-05
R478,House,Halabja,Sirwan,283,3,144613,for_sale,2024-06-11
R479,Land,Zakho,Bekhma Road,505,0,400465,for_sale,2024-10-11
R480,Shop,Halabja,Memorial District,86,0,1866,for_rent,2025-01-03
R481,Land,Zakho,Mishko,2595,0,2511960,for_sale,2024-03-10
R482,Villa,Sulaymaniyah,Sarchinar,611,5,961103,for_sale,2025-02-03
R483,Shop,Halabja,Memorial District,47,0,1093,for_rent,2025-06-06
R484,House,Duhok,Industrial Zone,261,3,6193,for_rent,2025-02-05
R485,Shop,Halabja,Bazaar Area,107,0,1409,for_rent,2025-08-10
R486,Office,Duhok,Baroshke,293,0,3208,for_rent,2024-12-05
R487,Shop,Halabja,New Halabja,52,0,1068,for_rent,2025-02-02
R488,Apartment,Sulaymaniyah,Raparin,88,1,1495,for_rent,2025-12-02
R489,Apartment,Halabja,Shahid Area,145,1,2672,for_rent,2024-05-21
R490,House,Halabja,Memorial District,238,2,4450,for_rent,2024-06-18
R491,Office,Sulaymaniyah,Tasluja,311,0,2046,for_rent,2024-02-25
R492,Villa,Erbil,North Ring Road,331,7,274399,for_sale,2025-04-23
R493,Shop,Duhok,Shindokha,39,0,84747,for_sale,2024-05-23
R494,Villa,Sulaymaniyah,Azadi,589,7,1195081,for_sale,2025-07-15
R495,Shop,Duhok,Nizarke,65,0,1126,for_rent,2025-03-05
R496,Villa,Halabja,Kani Ashqan,388,5,9424,for_rent,2025-05-28
R497,Shop,Halabja,Kani Ashqan,118,0,174286,for_sale,2024-05-02
R498,Apartment,Duhok,Nizarke,86,4,1307,for_rent,2025-12-21
R499,House,Sulaymaniyah,Bakhtiary,227,2,503713,for_sale,2025-01-17
R500,Shop,Zakho,New Zakho,116,0,128876,for_sale,2025-01-31
R501,House,Duhok,Gir Area,249,4,485799,for_sale,2024-01-13
R502,Apartment,Halabja,Sirwan,94,4,178130,for_sale,2025-12-12
R503,House,Zakho,City Centre,265,3,537155,for_sale,2024-06-26
R504,Shop,Sulaymaniyah,Malik Mahmood,100,0,1010,for_rent,2025-02-28
R505,Shop,Duhok,Gir Area,104,0,207064,for_sale,2025-07-30
R506,Land,Zakho,Mishko,1995,0,1767570,for_sale,2024-12-07
R507,Villa,Erbil,Gulan Street,289,4,250274,for_sale,2024-02-26
R508,Villa,Duhok,Nizarke,633,6,1002039,for_sale,2025-06-25
R509,House,Erbil,Koya Road,158,4,3583,for_rent,2024-07-04
R510,Office,Duhok,Zawita Road,131,0,217722,for_sale,2025-02-05
R511,House,Zakho,Kashan,243,5,212382,for_sale,2024-07-20
R512,Office,Erbil,Citadel Area,107,0,2505,for_rent,2024-01-16
R513,Villa,Zakho,Rizgary,629,5,1165537,for_sale,2025-09-15
R514,Land,Duhok,KRO Road,2498,0,31849,for_rent,2025-02-10
R515,Office,Duhok,Zawita Road,164,0,87740,for_sale,2024-01-14
R516,Villa,Erbil,Erbil Tower,477,7,978804,for_sale,2024-09-03
R517,Villa,Halabja,Sirwan,342,5,7175,for_rent,2025-10-19
R518,Villa,Sulaymaniyah,Malik Mahmood,370,6,5590,for_rent,2025-01-12
R519,Shop,Zakho,City Centre,119,0,68187,for_sale,2024-12-25
R520,Apartment,Halabja,Sarchnar,179,3,318799,for_sale,2024-11-04
R521,Land,Halabja,Sarchnar,1916,0,47382,for_rent,2024-03-29
R522,Land,Duhok,KRO Road,2956,0,4522680,for_sale,2025-01-14
R523,House,Zakho,Darkar,165,3,1008,for_rent,2024-10-14
R524,House,Duhok,Industrial Zone,303,3,5950,for_rent,2024-04-21
R525,House,Halabja,Central Park,197,5,124898,for_sale,2025-04-04
R526,Villa,Sulaymaniyah,Azadi,499,6,2944,for_rent,2024-10-28
R527,Office,Halabja,Sirwan,199,0,317007,for_sale,2025-02-01
R528,Land,Sulaymaniyah,Salim Street,3778,0,5247642,for_sale,2024-11-03
R529,Shop,Erbil,Ainkawa,108,0,1431,for_rent,2024-03-27
R530,Villa,Halabja,Memorial District,545,6,5172,for_rent,2025-07-29
R531,Apartment,Sulaymaniyah,Italian Village,144,4,2424,for_rent,2025-05-28
R532,Office,Halabja,Bakrajo,286,0,3300,for_rent,2025-07-12
R533,Villa,Zakho,Mishko,412,5,557024,for_sale,2025-08-10
R534,House,Sulaymaniyah,Malik Mahmood,275,2,3448,for_rent,2025-10-03
R535,House,Sulaymaniyah,Bakhtiary,297,4,708642,for_sale,2025-09-14
R536,Office,Sulaymaniyah,Salim Street,306,0,333540,for_sale,2025-05-23
R537,Land,Halabja,Central Park,2581,0,3329490,for_sale,2024-03-29
R538,Office,Zakho,City Centre,83,0,71131,for_sale,2025-05-18
R539,Office,Sulaymaniyah,Goizha,243,0,1739,for_rent,2025-10-03
R540,Apartment,Halabja,Sarchnar,134,1,129444,for_sale,2024-03-01
R541,Land,Sulaymaniyah,Raparin,332,0,229412,for_sale,2025-10-19
R542,Villa,Halabja,Sarchnar,431,7,4702,for_rent,2025-10-22
R543,Land,Zakho,Darkar,2420,0,33226,for_rent,2025-08-10
R544,House,Erbil,Ankawa,279,4,6444,for_rent,2025-10-06
R545,Apartment,Halabja,Bakrajo,107,1,238182,for_sale,2024-12-21
R546,Apartment,Zakho,Mishko,142,1,1905,for_rent,2025-08-17
R547,Office,Erbil,Ankawa,160,0,3008,for_rent,2025-11-22
R548,Land,Halabja,Kani Ashqan,3540,0,84853,for_rent,2025-03-10
R549,Shop,Duhok,KRO Road,106,0,1471,for_rent,2024-08-07
R550,Apartment,Halabja,Sarchnar,75,2,735,for_rent,2025-08-02
R551,House,Sulaymaniyah,Azadi,212,5,4602,for_rent,2025-04-04
R552,Office,Erbil,Citadel Area,268,0,1356,for_rent,2024-06-08
R553,Office,Erbil,Erbil Tower,207,0,3212,for_rent,2025-11-27
R554,Shop,Halabja,Memorial District,31,0,52855,for_sale,2024-12-07
R555,Office,Zakho,City Centre,108,0,164160,for_sale,2025-03-25
R556,Land,Halabja,Shahid Area,821,0,1561542,for_sale,2024-12-20
R557,Villa,Duhok,Bajel,406,6,733236,for_sale,2024-10-19
R558,Land,Halabja,Khurmal,2101,0,2311100,for_sale,2025-06-25
R559,Shop,Duhok,Nizarke,84,0,208824,for_sale,2024-09-13
R560,Office,Erbil,Koya Road,280,0,1461,for_rent,2025-09-13
R561,Villa,Zakho,Rizgary,590,5,13516,for_rent,2025-03-10
R562,Apartment,Zakho,Mahabad,78,1,81744,for_sale,2025-09-16
R563,Shop,Halabja,Sirwan,40,0,32240,for_sale,2024-03-21
R564,Apartment,Sulaymaniyah,Bakhtiary,141,1,1019,for_rent,2025-04-30
R565,House,Sulaymaniyah,Bakhtiary,320,4,3747,for_rent,2024-07-06
R566,Villa,Sulaymaniyah,Raparin,436,4,5803,for_rent,2024-01-25
R567,Office,Sulaymaniyah,Salim Street,290,0,3424,for_rent,2024-02-25
R568,House,Zakho,Batifa Road,223,2,2785,for_rent,2025-02-11
R569,Office,Duhok,Bajel,302,0,4511,for_rent,2025-10-02
R570,Villa,Erbil,Citadel Area,283,7,538549,for_sale,2024-08-09
R571,Apartment,Duhok,Shindokha,143,1,3462,for_rent,2025-09-04
R572,Shop,Sulaymaniyah,Goizha,76,0,60496,for_sale,2024-03-28
R573,Apartment,Erbil,Ankawa,108,3,2112,for_rent,2025-09-16
R574,Apartment,Halabja,Sirwan,143,1,237380,for_sale,2025-11-05
R575,Office,Sulaymaniyah,Goizha,192,0,2378,for_rent,2024-05-02
R576,Land,Erbil,Koya Road,3344,0,2628384,for_sale,2024-08-04
R577,Apartment,Erbil,Erbil Tower,124,2,167152,for_sale,2025-08-07
R578,Office,Erbil,Erbil Tower,303,0,210282,for_sale,2024-05-24
R579,Villa,Halabja,Memorial District,366,5,244488,for_sale,2024-09-10
R580,Office,Duhok,Zawita Road,315,0,3858,for_rent,2024-10-06
R581,Shop,Erbil,North Ring Road,115,0,235520,for_sale,2025-07-17
R582,Shop,Sulaymaniyah,Sarchinar,39,0,42666,for_sale,2025-01-30
R583,Villa,Halabja,New Halabja,299,4,6718,for_rent,2025-10-21
R584,Villa,Zakho,Darkar,616,5,879032,for_sale,2024-08-07
R585,Shop,Zakho,New Zakho,62,0,744,for_rent,2025-06-17
R586,Shop,Zakho,Bekhma Road,65,0,701,for_rent,2025-03-29
R587,House,Zakho,Mahabad,208,2,3983,for_rent,2024-07-05
R588,Villa,Duhok,Nizarke,546,5,4056,for_rent,2025-08-24
R589,House,Duhok,Malta,280,3,566440,for_sale,2025-11-15
R590,Apartment,Zakho,Batifa Road,124,4,138260,for_sale,2025-11-06
R591,Office,Zakho,Darkar,226,0,243402,for_sale,2024-09-13
R592,Villa,Halabja,Sirwan,309,4,5021,for_rent,2024-02-22
R593,Apartment,Halabja,Sirwan,135,1,227880,for_sale,2024-12-30
R594,Land,Sulaymaniyah,Sarchinar,1100,0,20790,for_rent,2025-05-17
R595,Apartment,Halabja,Bazaar Area,97,1,52962,for_sale,2025-11-19
R596,Villa,Sulaymaniyah,Raparin,556,5,13349,for_rent,2024-06-21
R597,Apartment,Zakho,Batifa Road,99,1,51975,for_sale,2025-05-07
R598,Apartment,Halabja,Kani Ashqan,132,3,695,for_rent,2025-06-06
R599,Shop,Halabja,Memorial District,99,0,241263,for_sale,2024-03-27
R600,Villa,Sulaymaniyah,Goizha,511,6,362810,for_sale,2024-04-22
R601,Shop,Duhok,KRO Road,94,0,947,for_rent,2024-05-08
R602,Shop,Duhok,Industrial Zone,48,0,737,for_rent,2025-06-17
R603,House,Sulaymaniyah,Sarchinar,318,5,377148,for_sale,2025-11-03
R604,Land,Sulaymaniyah,Goizha,2843,0,60953,for_rent,2024-03-24
R605,House,Halabja,Memorial District,307,2,299325,for_sale,2024-07-12
R606,Office,Sulaymaniyah,Raparin,156,0,1352,for_rent,2024-09-29
R607,House,Erbil,Empire World,162,3,299376,for_sale,2025-11-13
R608,Shop,Sulaymaniyah,Bakhtiary,38,0,303,for_rent,2024-04-25
R609,Shop,Halabja,Sirwan,106,0,188362,for_sale,2025-12-28
R610,House,Zakho,Darkar,225,5,2531,for_rent,2024-05-02
R611,Villa,Duhok,Gir Area,361,4,790951,for_sale,2024-01-05
R612,Villa,Zakho,Mishko,334,7,8269,for_rent,2024-11-17
R613,Land,Erbil,Citadel Area,2928,0,44652,for_rent,2024-11-29
R614,Office,Erbil,Dream City,225,0,523575,for_sale,2024-10-03
R615,Shop,Duhok,Bajel,33,0,300,for_rent,2024-02-17
R616,Apartment,Halabja,Bakrajo,74,1,49950,for_sale,2025-04-26
R617,Villa,Halabja,Khurmal,447,7,531483,for_sale,2025-08-11
R618,Apartment,Halabja,Khurmal,153,1,94401,for_sale,2024-04-17
R619,Shop,Zakho,City Centre,71,0,156129,for_sale,2025-07-07
R620,House,Zakho,Darkar,267,3,179958,for_sale,2025-01-08
R621,Office,Zakho,Kashan,211,0,5023,for_rent,2025-06-06
R622,Villa,Erbil,Ainkawa,460,7,285200,for_sale,2025-09-04
R623,Apartment,Zakho,New Zakho,150,1,151650,for_sale,2024-11-30
R624,Shop,Duhok,Baroshke,51,0,738,for_rent,2024-04-10
R625,Apartment,Duhok,Zawita Road,139,2,1932,for_rent,2024-03-03
R626,Land,Duhok,Masike,1592,0,10968,for_rent,2024-12-12
R627,House,Duhok,Nizarke,217,5,221340,for_sale,2025-09-22
R628,Apartment,Erbil,Kasnazan,176,1,2001,for_rent,2025-03-08
R629,Land,Sulaymaniyah,Tasluja,1730,0,2818170,for_sale,2025-04-12
R630,Shop,Sulaymaniyah,Azadi,81,0,1210,for_rent,2025-12-19
R631,House,Sulaymaniyah,Azadi,186,5,247008,for_sale,2025-07-24
R632,Apartment,Erbil,Kasnazan,86,2,504,for_rent,2025-03-07
R633,Apartment,Halabja,Khurmal,83,4,187082,for_sale,2025-10-23
R634,House,Sulaymaniyah,Tanjaro,140,5,1661,for_rent,2024-03-09
R635,Villa,Sulaymaniyah,Tanjaro,472,5,315296,for_sale,2024-05-11
R636,Villa,Sulaymaniyah,Malik Mahmood,646,5,14205,for_rent,2025-04-27
R637,Apartment,Duhok,Bajel,169,1,1865,for_rent,2024-08-13
R638,Office,Duhok,Bajel,315,0,658350,for_sale,2024-09-21
R639,Villa,Halabja,Kani Ashqan,443,7,10844,for_rent,2025-04-23
R640,Office,Erbil,Ainkawa,187,0,155023,for_sale,2025-03-20
R641,Land,Halabja,Shahid Area,691,0,1575480,for_sale,2025-12-18
R642,House,Duhok,Bajel,312,3,503880,for_sale,2024-07-14
R643,House,Sulaymaniyah,Azadi,159,4,2844,for_rent,2025-04-29
R644,Land,Zakho,Bekhma Road,1125,0,16020,for_rent,2024-04-14
R645,Apartment,Zakho,Rizgary,165,4,1975,for_rent,2024-12-18
R646,Land,Halabja,Sirwan,1057,0,9143,for_rent,2024-08-24
R647,Apartment,Zakho,New Zakho,121,2,2157,for_rent,2024-03-08
R648,Apartment,Erbil,Erbil Tower,110,1,2378,for_rent,2025-03-15
R649,Villa,Duhok,Nizarke,574,4,334068,for_sale,2024-04-27
R650,Land,Erbil,Ankawa,3661,0,32216,for_rent,2024-11-14
R651,House,Halabja,Central Park,246,3,2290,for_rent,2025-12-03
R652,Villa,Sulaymaniyah,Sarchinar,645,5,561795,for_sale,2024-10-01
R653,Shop,Halabja,Central Park,106,0,1303,for_rent,2025-04-29
R654,House,Zakho,Bekhma Road,286,5,589446,for_sale,2024-06-19
R655,House,Duhok,Bajel,206,5,409734,for_sale,2024-09-28
R656,Shop,Zakho,Khabat,48,0,87168,for_sale,2025-11-26
R657,Land,Duhok,Industrial Zone,3562,0,56885,for_rent,2025-06-21
R658,Land,Duhok,Industrial Zone,1645,0,3178140,for_sale,2024-06-30
R659,Land,Erbil,Ankawa,842,0,16587,for_rent,2025-05-06
R660,Villa,Erbil,North Ring Road,546,7,10144,for_rent,2024-04-28
R661,Villa,Sulaymaniyah,Italian Village,557,6,782028,for_sale,2024-01-11
R662,Office,Zakho,City Centre,191,0,3151,for_rent,2024-09-03
R663,Shop,Halabja,Central Park,101,0,61004,for_sale,2024-12-17
